,OCC_CLS,PRIM_OCC,SEC_OCC,PROP_ADDR,SQFEET,CENSUSCODE,geometry
78,Residential,Single Family Dwelling,,348 SANSOM DRIVE,2769.009,21159950202,POINT (5849538.036861504 3873096.092742071)
79,Residential,Single Family Dwelling,,2646 TUG RIVER ROAD,5323.749,21159950202,POINT (5863362.697804371 3876543.4079285623)
80,Residential,Single Family Dwelling,,4618 NORTH MILO ROAD,3131.638,21159950202,POINT (5839722.519492189 3872734.1310111405)
81,Unclassified,Unclassified,,4680 ROCKCASTLE ROAD,725.2192,21159950202,POINT (5844679.13948146 3872919.001610948)
82,Residential,Manufactured Home,,49 WEBB STEPP ROAD,1977.89,21159950202,POINT (5845905.1530475365 3872948.059475382)
85,Residential,Single Family Dwelling,,19 HAMMOND LANE,1631.757,21159950100,POINT (5865670.475355872 3871539.4517711927)
86,Residential,Single Family Dwelling,,899 BIG LICK ROAD,1977.867,21159950202,POINT (5848782.421096715 3870934.7645559967)
87,Residential,Single Family Dwelling,,19 HAMMOND LANE,527.4295,21159950100,POINT (5865704.862249933 3871527.963389611)
88,Residential,Manufactured Home,,472 LITTLE LICK ROAD,1648.22,21159950202,POINT (5849103.005725732 3874796.343179425)
89,Residential,Single Family Dwelling,,418 LITTLE LICK ROAD,692.2628,21159950202,POINT (5848654.053304116 3874785.9597464125)
90,Residential,Single Family Dwelling,,75 BRANDON PLACE,6510.514,21159950202,POINT (5861096.693651896 3871195.7542978246)
91,Residential,Manufactured Home,,36 HAMMOND LANE,1483.402,21159950100,POINT (5865702.686791943 3871435.7149543357)
92,Residential,Single Family Dwelling,,1072 TUG RIVER ROAD,1681.185,21159950100,POINT (5865462.754720532 3871418.7289733486)
93,Residential,Single Family Dwelling,,175 WEEPING CHERRY LANE,2373.443,21159950202,POINT (5842826.714532209 3870588.255798413)
94,Unclassified,Unclassified,,936 BIG LICK ROAD,692.2399,21159950202,POINT (5848992.563607193 3870810.315235657)
95,Residential,Manufactured Home,,42 HAMMOND LANE,988.941,21159950100,POINT (5865732.382555802 3871360.828296027)
97,Residential,Unclassified,,37 LITTLE LICK ROAD,3296.446,21159950202,POINT (5847181.374619248 3876050.083513561)
98,Residential,Manufactured Home,,49 WEBB STEPP ROAD,593.3658,21159950202,POINT (5845890.773119576 3872984.513507171)
99,Residential,Manufactured Home,,1323 PETER CAVE BRANCH,593.363,21159950202,POINT (5853506.099842422 3876248.2039952073)
0,Residential,Single Family Dwelling,,691 BIG LICK ROAD,2801.985,21159950202,POINT (5848002.171046847 3871012.4997087987)
3,Residential,Single Family Dwelling,,919 BIG LICK ROAD,1483.409,21159950202,POINT (5848915.003216453 3870986.5383931748)
4,Unclassified,Unclassified,,138 SANSOM DRIVE,593.3525,21159950202,POINT (5849436.569767446 3872306.8325171224)
5,Residential,Single Family Dwelling,,4318 ROCKCASTLE ROAD,1450.439,21159950202,POINT (5844365.1688137315 3872116.5831213277)
6,Residential,Single Family Dwelling,,221 TURKEY CRUM BRANCH,2472.32,21159950100,POINT (5862659.824006764 3871655.5578213115)
8,Residential,Single Family Dwelling,,5185 ROCKCASTLE ROAD,2900.888,21159950202,POINT (5844743.031281907 3874672.1422641613)
9,Residential,Single Family Dwelling,,5185 ROCKCASTLE ROAD,659.2909,21159950202,POINT (5844698.870984098 3874691.098620742)
11,Residential,Single Family Dwelling,,5189 TURKEY CREEK,1846.016,21159950202,POINT (5862208.04495069 3872737.486724035)
12,Commercial,Personal and Repair Services,,3047 NORTH MILO ROAD,1582.294,21159950202,POINT (5835274.45408636 3871812.5850908956)
13,Residential,Manufactured Home,,3156 NORTH MILO ROAD,791.1437,21159950202,POINT (5835879.488739407 3871990.8714784943)
14,Residential,Unclassified,,16 WHITE ROAD,923.0074,21159950202,POINT (5844045.638248851 3875477.335584608)
15,Residential,Single Family Dwelling,,115 MOUNTAIN VIEW,1928.423,21159950202,POINT (5858394.851733825 3875953.462119009)
16,Residential,Single Family Dwelling,,1563 TUG RIVER ROAD,1977.864,21159950100,POINT (5863573.304842841 3872902.2166391504)
17,Residential,Manufactured Home,,3156 NORTH MILO ROAD,1977.849,21159950202,POINT (5835843.008511017 3871945.635505383)
18,Residential,Single Family Dwelling,,4897 NORTH MILO ROAD,1186.725,21159950202,POINT (5840775.707199101 3872099.6200265)
19,Residential,Unclassified,,145 WILLIAMSON DRIVE,1318.576,21159950202,POINT (5845890.056740754 3872279.079032014)
20,Residential,Unclassified,,74 JAMES CHARLES DRIVE,1846.007,21159950202,POINT (5858314.57265524 3872701.7126023285)
21,Commercial,Personal and Repair Services,,3041 NORTH MILO ROAD,988.9218,21159950202,POINT (5835128.574984055 3871918.0764772715)
22,Residential,Single Family Dwelling,,7292 HODE ROAD,4845.792,21159950100,POINT (5869109.88081648 3873021.064793295)
23,Unclassified,Unclassified,,91 WHITE ROAD,791.155,21159950202,POINT (5843723.989920486 3875434.8879751833)
24,Residential,Single Family Dwelling,,5091 NORTH MILO ROAD,2637.161,21159950202,POINT (5841667.772215472 3872109.7964909147)
25,Residential,Single Family Dwelling,,4373 ROCKCASTLE ROAD,1780.079,21159950202,POINT (5844033.39374675 3872182.0863072597)
26,Residential,Unclassified,,145 WILLIAMSON DRIVE,2637.149,21159950202,POINT (5845915.384844357 3872209.9469070504)
27,Residential,Single Family Dwelling,,4836 ROCKCASTLE ROAD,395.5779,21159950202,POINT (5845537.43326175 3873137.585490132)
28,Residential,Single Family Dwelling,,4618 NORTH MILO ROAD,395.5695,21159950202,POINT (5839962.981014223 3872940.328783309)
29,Residential,Manufactured Home,,770 CHURCH FORK,1977.883,21159950202,POINT (5854058.08632049 3873407.513613133)
30,Residential,Single Family Dwelling,,4721 ROCKCASTLE ROAD,461.5052,21159950202,POINT (5844988.671854513 3873104.4023341723)
32,Residential,Single Family Dwelling,,693 CALF CREEK,593.3605,21159950202,POINT (5858608.125369093 3873568.747788686)
33,Residential,Manufactured Home,,23 WEBB STEPP ROAD,1252.642,21159950202,POINT (5845788.150168805 3873097.1049568397)
34,Residential,Manufactured Home,,85 ROSEMARY LANE,2225.093,21159950202,POINT (5852161.048861203 3876412.2332669827)
35,Residential,Single Family Dwelling,,4693 ROCKCASTLE ROAD,3296.46,21159950202,POINT (5844733.599165651 3873052.871283385)
36,Residential,Single Family Dwelling,,4693 ROCKCASTLE ROAD,692.2515,21159950202,POINT (5844655.173410901 3873064.5444872244)
37,Residential,Single Family Dwelling,,250 GAYLE CARTER ROAD,1318.597,21159950202,POINT (5836274.898331249 3872765.589740847)
39,Residential,Single Family Dwelling,,37 SPENCE BRANCH,1582.289,21159950202,POINT (5835528.690667842 3872715.5862250347)
41,Residential,Unclassified,,4760 ROCKCASTLE ROAD,791.1492,21159950202,POINT (5845112.8944557095 3873038.2562899766)
42,Residential,Single Family Dwelling,,4770 ROCKCASTLE ROAD,1087.822,21159950202,POINT (5845149.857682268 3873025.3211733685)
43,Residential,Single Family Dwelling,,4778 ROCKCASTLE ROAD,2175.65,21159950202,POINT (5845196.14748547 3873013.695382945)
44,Residential,Unclassified,,85 SHEPPARD LANE,1846.01,21159950202,POINT (5833852.964781504 3875708.653330786)
45,Residential,Manufactured Home,,18 MEADOW LARK LANE,2637.169,21159950202,POINT (5863304.890066715 3876708.811576225)
46,Residential,Single Family Dwelling,,4836 ROCKCASTLE ROAD,988.9404,21159950202,POINT (5845587.8075466715 3873025.0444813636)
47,Residential,Manufactured Home,,737 CHURCH FORK,791.1436,21159950202,POINT (5854087.646497651 3873315.14488261)
48,Residential,Single Family Dwelling,,362 SANSOM DRIVE,1186.729,21159950202,POINT (5849443.014381992 3873149.820437106)
49,Residential,Single Family Dwelling,,4618 NORTH MILO ROAD,692.2571,21159950202,POINT (5839756.136405103 3872827.1903389776)
50,Unclassified,Unclassified,,60 MORGAN KIRK LOOP,791.144,21159950202,POINT (5850686.945218332 3871259.7200699537)
51,Residential,Single Family Dwelling,,54 ELI CRUM LANE,3692.033,21159950202,POINT (5857633.456280589 3871465.152265172)
52,Residential,Unclassified,,194 TURKEY CRUM BRANCH,2637.159,21159950100,POINT (5862480.252020791 3871635.3794508977)
53,Residential,Single Family Dwelling,,330 SPENCE BRANCH,3461.261,21159950202,POINT (5834733.174070118 3874389.188489704)
54,Residential,Unclassified,,454 SPENCE BRANCH,1087.83,21159950202,POINT (5834069.909618542 3874377.7249930636)
55,Unclassified,Unclassified,,957 BIG LICK ROAD,1681.187,21159950202,POINT (5849046.663615159 3871154.281632504)
56,Commercial,Retail Trade,,4104 ROCKCASTLE ROAD,4186.497,21159950202,POINT (5844606.905343449 3870986.3447107067)
57,Residential,Single Family Dwelling,,691 BIG LICK ROAD,1318.569,21159950202,POINT (5847889.036529266 3871106.665578056)
58,Residential,Single Family Dwelling,,157 BRANDON PLACE,1813.031,21159950202,POINT (5861205.490125247 3871532.5852727056)
59,Residential,Single Family Dwelling,,78 ELI CRUM LANE,1318.583,21159950202,POINT (5857697.388812006 3871402.8198208367)
60,Residential,Single Family Dwelling,,253 TURKEY CRUM BRANCH,4153.515,21159950100,POINT (5862782.032704748 3871552.8829462384)
61,Residential,Unclassified,,5284 TURKEY CREEK,593.3577,21159950100,POINT (5862535.845751431 3872933.931108544)
62,Residential,Unclassified,,5123 NORTH MILO ROAD,2373.436,21159950202,POINT (5841738.253129017 3872196.4750192757)
63,Unclassified,Unclassified,,65 JAMES CHARLES DRIVE,1714.148,21159950202,POINT (5858443.910670107 3872769.8971348186)
64,Residential,Single Family Dwelling,,1406 TUG RIVER ROAD,5010.583,21159950100,POINT (5864443.351775989 3872953.0800318434)
65,Residential,Manufactured Home,,4425 ROCKCASTLE ROAD,527.4266,21159950202,POINT (5843929.157162158 3872266.9943153393)
66,Residential,Unclassified,,16 WHITE ROAD,1582.302,21159950202,POINT (5844082.557738663 3875447.6326166205)
67,Residential,Single Family Dwelling,,24 CALF CREEK,2637.157,21159950202,POINT (5859773.431006231 3876106.4771667058)
68,Unclassified,Unclassified,,4680 NORTH MILO ROAD,1846.013,21159950202,POINT (5840209.2968232455 3872288.684467192)
69,Government,Emergency Response,,5284 TURKEY CREEK,2769.026,21159950100,POINT (5862555.718195439 3873052.0543123633)
70,Residential,Manufactured Home,,4425 ROCKCASTLE ROAD,824.1098,21159950202,POINT (5843793.539136367 3872382.9853240894)
71,Residential,Single Family Dwelling,,92 WHITE ROAD,1186.715,21159950202,POINT (5843678.902061658 3875543.1444701315)
72,Unclassified,Unclassified,,97 WHITE ROAD,857.0738,21159950202,POINT (5843447.380939738 3875534.0587880756)
73,Unclassified,Unclassified,,36 WHITE ROAD,922.9916,21159950202,POINT (5843893.595535237 3875516.407071098)
74,Unclassified,Unclassified,,2987 TUG RIVER ROAD,2818.467,21159950202,POINT (5861899.402361272 3876825.3488817676)
75,Residential,Single Family Dwelling,,282 GAYLE CARTER ROAD,593.3492,21159950202,POINT (5836379.041501248 3872836.4446195625)
76,Unclassified,Unclassified,,476 JOHNSON BOTTOM,3560.168,21159950202,POINT (5844641.871461866 3876191.1695183087)
77,Unclassified,Unclassified,,862 SPENCE BRANCH,923.0002,21159950202,POINT (5833663.835123099 3875821.535108774)
79,Residential,Single Family Dwelling,,4897 NORTH MILO ROAD,527.426,21159950202,POINT (5840673.393628536 3872196.2211662387)
80,Residential,Single Family Dwelling,,44 CALF CREEK,923.0032,21159950202,POINT (5859718.891732009 3876043.2516608257)
81,Residential,Manufactured Home,,882 CALF CREEK,2241.601,21159950202,POINT (5858051.510010461 3872716.7196737533)
82,Residential,Single Family Dwelling,,7292 HODE ROAD,791.1499,21159950100,POINT (5868952.0845161835 3873106.8333143047)
83,Commercial,Personal and Repair Services,,3047 NORTH MILO ROAD,3560.147,21159950202,POINT (5835234.830177975 3871871.3533047047)
84,Residential,Manufactured Home,,68 GAYLE CARTER ROAD,1252.638,21159950202,POINT (5836503.085859198 3871914.850076553)
85,Residential,Single Family Dwelling,,4352 ROCKCASTLE ROAD,1318.593,21159950202,POINT (5844168.416819392 3872185.558635716)
86,Residential,Unclassified,,5229 TURKEY CREEK,1054.857,21159950202,POINT (5862252.173215577 3872805.6922572376)
87,Residential,Single Family Dwelling,,4416 ROCKCASTLE ROAD,988.943,21159950202,POINT (5844002.943088203 3872395.370646517)
88,Residential,Single Family Dwelling,,232 SANSOM DRIVE,1384.522,21159950202,POINT (5849644.60797696 3872580.931121898)
89,Unclassified,Unclassified,,4680 NORTH MILO ROAD,1977.876,21159950202,POINT (5840164.083239773 3872252.093108744)
90,Residential,Unclassified,,212 BIG LICK ROAD,1977.864,21159950202,POINT (5845996.3674532445 3872430.135064865)
91,Residential,Single Family Dwelling,,4408 ROCKCASTLE ROAD,2076.783,21159950202,POINT (5844049.163941971 3872339.9197075116)
92,Residential,Manufactured Home,,5271 TURKEY CREEK,1780.074,21159950202,POINT (5862329.869993383 3872974.2361529716)
93,Residential,Unclassified,,5284 TURKEY CREEK,791.1418,21159950100,POINT (5862545.309487054 3872998.5789394127)
95,Residential,Manufactured Home,,4425 ROCKCASTLE ROAD,527.4244,21159950202,POINT (5843861.2294105 3872336.222041049)
96,Residential,Manufactured Home,,5412 ROCKCASTLE ROAD,1977.864,21159950202,POINT (5845063.950750016 3875543.6398423407)
97,Unclassified,Unclassified,,44 SHEPPARD LANE,890.0401,21159950202,POINT (5833852.81443173 3875196.0039442163)
98,Residential,Single Family Dwelling,,3531 TUG RIVER ROAD,1648.226,21159950202,POINT (5859930.5953632295 3876085.097226159)
99,Residential,Single Family Dwelling,,73 OAKIE DRIVE,1714.153,21159950202,POINT (5858270.720040958 3876029.3289994723)
0,Residential,Single Family Dwelling,,7933 ROCKCASTLE ROAD,4301.847,21159950202,POINT (5847637.322986158 3883677.5053989305)
1,Residential,Single Family Dwelling,,146 PRESTON LANE,494.4686,21159950202,POINT (5847229.008026318 3883664.6532277674)
2,Residential,Unclassified,,117 VIRGIL MOORE ROAD,1681.209,21159950202,POINT (5855957.530964582 3881859.8452608376)
3,Residential,Single Family Dwelling,,10065 YELLOW CREEK,1450.423,21159950202,POINT (5860351.053386026 3881907.804282366)
4,Residential,Single Family Dwelling,,502 HAMMOND LOOP,3922.772,21159950202,POINT (5845829.671497254 3881371.2647616845)
5,Residential,Single Family Dwelling,,15 FITCH CEMETERY ROAD,593.3664,21159950202,POINT (5849721.100398197 3881486.7819585637)
6,Unclassified,Unclassified,,3103 BUFFALO HORN ROAD,1054.858,21159950202,POINT (5855941.339124744 3881672.9424990998)
7,Residential,Single Family Dwelling,,7366 ROCKCASTLE ROAD,3131.632,21159950202,POINT (5847685.567779185 3881365.4136358164)
8,Residential,Single Family Dwelling,,7366 ROCKCASTLE ROAD,988.9255,21159950202,POINT (5847757.936771253 3881382.5368147288)
9,Residential,Single Family Dwelling,,15 FITCH CEMETERY ROAD,923.0092,21159950202,POINT (5849702.604695168 3881431.3814963773)
10,Residential,Single Family Dwelling,,1301 LITTLE LAUREL CREEK,1582.287,21159950202,POINT (5839753.8561802395 3883213.3657248183)
12,Residential,Single Family Dwelling,,7829 ROCKCASTLE ROAD,659.2936,21159950202,POINT (5847221.39763028 3883390.6393008227)
13,Residential,Unclassified,,7888 ROCKCASTLE ROAD,3494.24,21159950202,POINT (5847698.836698 3883376.4113623276)
14,Residential,Manufactured Home,,7868 ROCKCASTLE ROAD,4120.562,21159950202,POINT (5847574.447124263 3883349.5722362953)
15,Residential,Single Family Dwelling,,7852 ROCKCASTLE ROAD,1977.861,21159950202,POINT (5847469.231775022 3883352.7476475476)
16,Residential,Single Family Dwelling,,3696 BUFFALO HORN ROAD,1582.297,21159950202,POINT (5854819.195570871 3883601.8183795633)
17,Residential,Single Family Dwelling,,1365 LITTLE LAUREL CREEK,1582.309,21159950202,POINT (5839562.653279048 3883012.713705525)
19,Unclassified,Unclassified,,661 PETER CAVE BRANCH,659.2904,21159950202,POINT (5851246.763146129 3877379.9897523266)
20,Residential,Unclassified,,5940 ROCKCASTLE ROAD,2900.869,21159950202,POINT (5847614.801335211 3877103.6803455194)
21,Unclassified,Unclassified,,49 DOC LANE,1582.307,21159950202,POINT (5851561.965803108 3877256.0465505347)
22,Residential,Manufactured Home,,721 PETER CAVE BRANCH,922.9974,21159950202,POINT (5851412.009453105 3877234.250788428)
23,Unclassified,Unclassified,,124 DOC LANE,1780.087,21159950202,POINT (5851885.3897870565 3877183.6144101853)
24,Residential,Unclassified,,5934 ROCKCASTLE ROAD,1483.402,21159950202,POINT (5847703.636899704 3877024.9964578873)
25,Residential,Unclassified,,68 DOC LANE,1285.611,21159950202,POINT (5851795.668410362 3877131.1714419643)
26,Residential,Manufactured Home,,55 BOW TIE ROAD,1878.964,21159950202,POINT (5862149.867921155 3877405.184927827)
27,Residential,Manufactured Home,,49 BOW TIE ROAD,1681.188,21159950202,POINT (5862054.357422203 3877389.1359758973)
28,Residential,Single Family Dwelling,,3202 TUG RIVER ROAD,1318.586,21159950202,POINT (5860916.797126145 3877333.234693344)
29,Residential,Single Family Dwelling,,3220 TUG RIVER ROAD,1318.583,21159950202,POINT (5860705.369913635 3877317.2949242177)
30,Residential,Single Family Dwelling,,3048 TUG RIVER ROAD,1186.72,21159950202,POINT (5861237.455769706 3877331.830708892)
31,Residential,Unclassified,,35 BOW TIE ROAD,1384.508,21159950202,POINT (5861936.902451054 3877353.2918590866)
32,Residential,Single Family Dwelling,,227 MCCOY CEMETERY ROAD,1615.268,21159950202,POINT (5832210.65543529 3876280.5497958027)
33,Residential,Single Family Dwelling,,2816 TUG RIVER ROAD,1582.308,21159950202,POINT (5862985.2133300975 3877328.7622826328)
34,Residential,Unclassified,,792 PETER CAVE BRANCH,1780.081,21159950202,POINT (5851570.75854175 3876927.8481434253)
35,Unclassified,Unclassified,,5924 ROCKCASTLE ROAD,1120.795,21159950202,POINT (5847660.275251653 3876779.617333374)
36,Unclassified,Unclassified,,5924 ROCKCASTLE ROAD,494.4706,21159950202,POINT (5847828.286235581 3876799.313611726)
37,Residential,Single Family Dwelling,,2816 TUG RIVER ROAD,5125.994,21159950202,POINT (5862830.384283588 3877284.3700591396)
38,Unclassified,Unclassified,,862 SPENCE BRANCH,923.007,21159950202,POINT (5833830.926309067 3876290.7583976174)
39,Residential,Single Family Dwelling,,40 DOUG JOHNSON LANE,2241.592,21159950202,POINT (5845399.55391596 3876685.8424961143)
40,Residential,Single Family Dwelling,,2836 TUG RIVER ROAD,1977.865,21159950202,POINT (5862718.525007014 3877283.6413982413)
41,Residential,Single Family Dwelling,,2934 TUG RIVER ROAD,988.9406,21159950202,POINT (5862162.290377792 3877254.024947998)
