PROP_ADDR,OCC_CLS,PRIM_OCC,SEC_OCC,SQFEET,CENSUSCODE,geometry
749 CRUM BRANCH,Unclassified,Unclassified,,5043.5724,21159950201,POINT (5846447.515703944 3837736.429802189)
749 EAST MAIN STREET,Residential,Manufactured Home,,3296.447,21159950100,POINT (5851201.347153088 3854712.3721695766)
7496 BEAUTY ROAD,Residential,Single Family Dwelling,,1186.726,21159950100,POINT (5876847.328514245 3844101.3631736706)
75 BEECHWOOD ESTATE,Residential,Manufactured Home,,2505.278,21159950202,POINT (5837192.024550942 3859031.1657426143)
75 BIG ELK ROAD,Residential,Unclassified,,2966.8,21159950100,POINT (5877295.780699505 3846389.395900221)
75 BLACKBURN TRAILER PARK,Unclassified,Unclassified,,1054.86,21159950202,POINT (5841485.632965495 3840670.586916941)
75 BRANDON PLACE,Residential,Single Family Dwelling,,7565.37,21159950202,POINT (5861071.159986936 3871051.022449197)
75 DUTY BRANCH,Residential,Manufactured Home,,1977.8636000000001,21159950202,POINT (5840313.048308826 3840661.3439278244)
75 EMILY CREEK,Residential,Single Family Dwelling,,1977.874,21159950100,POINT (5883300.6755924085 3831206.9156230944)
75 FIRST STREET,Residential,Single Family Dwelling,,3362.36,21159950100,POINT (5888498.485630515 3842555.8394506513)
75 JORDAN HOLLOW,Residential,Single Family Dwelling,,1087.83,21159950300,POINT (5882763.103257922 3826981.9863820807)
75 PINE TREE LANE,Residential,Single Family Dwelling,,2966.793,21159950201,POINT (5858057.765566995 3836890.1513213497)
75 RUFUS REED STREET,Residential,Manufactured Home,,1186.736,21159950100,POINT (5888574.077863323 3841721.6725079943)
75 SKYLINE LANE,Residential,Manufactured Home,,3362.3784,21159950202,POINT (5842781.288596986 3861043.342471608)
75 TAYLORS COURT,Commercial,Retail Trade,,1846.01,21159950100,POINT (5887574.186161669 3843671.6523156078)
7504 BEAUTY ROAD,Residential,Single Family Dwelling,,7054.404,21159950100,POINT (5876804.70048374 3844311.098660127)
7505 NEW ROUTE 3,Commercial,Professional/Technical Services,,1384.5,21159950202,POINT (5827180.3857134925 3821584.099815384)
752 BLACKBERRY ROAD,Residential,Manufactured Home,,3164.585,21159950201,POINT (5840834.79263574 3836285.896284447)
752 COLDWATER ROAD,Residential,Single Family Dwelling,,1120.807,21159950201,POINT (5854500.0650401795 3846908.090379821)
752 PREECE ROAD,Residential,Single Family Dwelling,,2472.335,21159950201,POINT (5847963.82283514 3840853.0445045712)
7525 RIVER FRONT ROAD,Residential,Unclassified,,1977.873,21159950300,POINT (5905178.374100424 3827732.6021909593)
754 LONG BRANCH,Residential,Manufactured Home,,1977.852,21159950300,POINT (5897026.403504216 3829668.2976219864)
755 EMILY CREEK,Residential,Manufactured Home,,2307.528,21159950100,POINT (5883490.853763846 3827666.4975092667)
7557 RIVER FRONT ROAD,Residential,Single Family Dwelling,,791.1534,21159950300,POINT (5905225.99425222 3827759.0991127375)
756 TRACE FORK,Residential,Single Family Dwelling,,3131.6318,21159950202,POINT (5825381.296088743 3841398.3397173826)
7561 BEAUTY ROAD,Residential,Single Family Dwelling,,3131.627,21159950100,POINT (5876663.14087322 3844425.8773696516)
7579 BEAUTY ROAD,Residential,Single Family Dwelling,,2571.237,21159950100,POINT (5876652.3114121575 3844518.104615291)
758 EMILY CREEK,Residential,Single Family Dwelling,,3329.4184999999998,21159950300,POINT (5883351.4535659095 3828084.948319113)
76 CRUM BRANCH,Residential,Unclassified,,1384.4998,21159950201,POINT (5844648.444705879 3840544.4902293244)
76 CUMBO ROAD,Unclassified,Unclassified,,988.9335,21159950202,POINT (5839828.989136573 3835693.8225149726)
76 DINGESS ROAD,Residential,Single Family Dwelling,,3164.5863,21159950100,POINT (5881307.323393195 3862169.127138201)
76 GUYTON ROAD,Residential,Manufactured Home,,2966.817,21159950202,POINT (5848822.225912764 3875055.3996893982)
76 PINE TREE LANE,Residential,Single Family Dwelling,,1977.868,21159950201,POINT (5858032.281354909 3837021.9504892956)
76 SYCAMORE ESTATE,Residential,Single Family Dwelling,,2505.294,21159950202,POINT (5844233.556940725 3859212.8358276365)
76 TAYLORS COURT,Commercial,Retail Trade,,1120.784,21159950100,POINT (5887660.152803834 3843602.989663997)
76 TRAVIS JOHNSON PLACE,Residential,Manufactured Home,,1878.987,21159950202,POINT (5821664.434416444 3848688.29674279)
76 VINEYARD VALLEY,Residential,Manufactured Home,,3164.601,21159950202,POINT (5847239.811661994 3875405.7253624513)
76 WARD TRAILER PARK ROAD,Residential,Unclassified,,923.0001,21159950100,POINT (5881005.559770516 3863226.767595465)
760 COLDWATER ROAD,Unclassified,Unclassified,,791.1468,21159950201,POINT (5854480.53346792 3846811.2538937926)
760 JACK CASSADY BRANCH,Residential,Single Family Dwelling,,3164.5947,21159950201,POINT (5859907.666385044 3833301.1598931467)
7607 RIVER FRONT ROAD,Residential,Single Family Dwelling,,1582.299,21159950300,POINT (5905436.181875254 3827732.9579076455)
762 EAST MAIN STREET,Commercial,Retail Trade,,2472.364,21159950201,POINT (5850950.895036311 3854600.7280523437)
7621 BEAUTY ROAD,Residential,Single Family Dwelling,,6543.4633,21159950100,POINT (5876585.433716913 3844700.916775755)
763 BIG ELK ROAD,Residential,Single Family Dwelling,,2373.4480000000003,21159950100,POINT (5876687.033293897 3849670.6986604054)
763 CASSELL BRANCH,Residential,Single Family Dwelling,,1648.219,21159950202,POINT (5847739.415866842 3865590.592768323)
763 WEST EDEN LANE,Residential,Manufactured Home,,2900.877,21159950202,POINT (5839314.1597896535 3858920.535382316)
7632 RIVER FRONT ROAD,Residential,Single Family Dwelling,,1730.637,21159950300,POINT (5905658.225980643 3827427.111485226)
7645 BEAUTY ROAD,Residential,Single Family Dwelling,,1648.2109,21159950100,POINT (5876576.206802553 3844841.5807491713)
765 SOUTH MILO ROAD,Residential,Single Family Dwelling,,5571.009,21159950202,POINT (5835731.471783738 3863645.746670219)
7662 RIVER FRONT ROAD,Residential,Manufactured Home,,2801.986,21159950300,POINT (5905770.802887304 3827376.1891942127)
7663 TOMAHAWK ROAD,Residential,Unclassified,,2225.109,21159950202,POINT (5815207.418729125 3849454.197078638)
7669 BEAUTY ROAD,Residential,Single Family Dwelling,,3345.8934,21159950100,POINT (5876570.397291821 3844927.5917393854)
767 WEST MAIN STREET,Residential,Single Family Dwelling,,4351.32,21159950202,POINT (5844541.732280902 3855578.227478463)
7675 RIVER FRONT ROAD,Unclassified,Unclassified,,1813.06,21159950300,POINT (5905899.984335873 3827654.354618379)
7675 TOMAHAWK ROAD,Residential,Unclassified,,2373.435,21159950202,POINT (5815169.380518855 3849367.9669370526)
7697 RIVER FRONT ROAD,Unclassified,Unclassified,,923.0115,21159950300,POINT (5906119.145232839 3827568.1308758897)
77 BILL STEPP BRANCH,Residential,Manufactured Home,,1878.984,21159950201,POINT (5852225.204188666 3852768.3085572096)
77 BLAKEMOORE FLATS,Residential,Single Family Dwelling,,2373.448,21159950201,POINT (5839398.254624334 3828618.111560558)
77 BREWER DRIVE,Residential,Single Family Dwelling,,3494.2248,21159950100,POINT (5875491.505326362 3856290.391346334)
77 DANIEL ROAD,Residential,Manufactured Home,,3692.0209999999997,21159950202,POINT (5827776.630458462 3853233.6348961727)
77 ECKEL VALLEY,Residential,Manufactured Home,,4911.7029999999995,21159950202,POINT (5843179.4370510755 3856485.5698568737)
77 FLOYD STREET,Residential,Single Family Dwelling,,2307.493,21159950100,POINT (5883527.28450497 3847899.56956535)
77 HODE ROAD,Residential,Single Family Dwelling,,2801.987,21159950100,POINT (5882863.756931611 3848336.4981302815)
77 JOE FLETCHER ROAD,Residential,Unclassified,,4516.154,21159950201,POINT (5858762.094327584 3837297.5674386057)
77 KIRK PLAZA,Residential,Unclassified,,1499.887,21159950202,POINT (5846679.446343588 3846904.270435346)
77 MARSHALL MANOR,Residential,Single Family Dwelling,,2142.688,21159950100,POINT (5888469.956531621 3842763.8106408054)
77 NICHOLS STREET,Residential,Single Family Dwelling,,2571.223,21159950202,POINT (5846126.589704949 3856553.5592298987)
77 PLEASANT VALLEY,Unclassified,Unclassified,,5851.209,21159950201,POINT (5857327.18497585 3836182.285373373)
77 QUAIL HOLLOW,Commercial,Retail Trade,,2637.143,21159950202,POINT (5846405.227074745 3856899.036338574)
77 REDWOOD LANE,Unclassified,Unclassified,,2472.3324000000002,21159950100,POINT (5880148.356304028 3836549.359143654)
77 SWEETWATER ROAD,Residential,Manufactured Home,,1318.587,21159950100,POINT (5866675.589029214 3844219.8948845803)
77 TURKEY CREEK,Residential,Single Family Dwelling,,1780.09,21159950202,POINT (5851073.461763359 3855658.539397154)
77 WILLIAMS BRANCH,Unclassified,Unclassified,,1384.52,21159950100,POINT (5875835.238623845 3866979.8462193212)
770 CHURCH FORK,Residential,Manufactured Home,,3362.393,21159950202,POINT (5854049.844389005 3873469.3232957954)
771 BIG BRANCH,Residential,Manufactured Home,,5307.281999999999,21159950100,POINT (5877742.563900763 3832437.8136709966)
7716 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,3757.9582,21159950202,POINT (5846936.43348065 3882849.264346596)
7719 RIVER FRONT ROAD,Residential,Manufactured Home,,2818.473,21159950300,POINT (5906251.181745622 3827459.78802461)
7725 BEAUTY ROAD,Residential,Unclassified,,1846.017,21159950100,POINT (5876698.878676495 3845295.6351641654)
773 LITTLE LAUREL CREEK,Residential,Manufactured Home,,3098.651,21159950202,POINT (5842119.056549242 3883763.890783582)
773 NORTH WOLF CREEK,Unclassified,Unclassified,,857.0815,21159950100,POINT (5877027.483208964 3827545.119431775)
773 TURKEY CREEK,Residential,Single Family Dwelling,,7103.836,21159950202,POINT (5853733.335539481 3857719.0587135092)
7737 RIVER FRONT ROAD,Residential,Single Family Dwelling,,2142.684,21159950300,POINT (5906271.766647926 3827344.950616905)
7738 HODE ROAD,Unclassified,Unclassified,,2521.775,21159950100,POINT (5868059.158206986 3871215.01301229)
7738 ROCKCASTLE ROAD,Residential,Unclassified,,5340.264,21159950202,POINT (5847007.899835854 3882977.7157907337)
774 BLACKBERRY ROAD,Residential,Manufactured Home,,1846.025,21159950201,POINT (5840752.080970111 3836204.7028484996)
774 COLDWATER ROAD,Residential,Manufactured Home,,3444.773,21159950201,POINT (5854555.980100066 3846836.600703588)
774 COLLINS CREEK,Residential,Manufactured Home,,2769.021,21159950100,POINT (5882240.979958627 3844795.9496929483)
7745 TOMAHAWK ROAD,Residential,Manufactured Home,,3724.9972,21159950202,POINT (5815007.545651689 3848968.7734018173)
7762 RIVER FRONT ROAD,Unclassified,Unclassified,,2076.773,21159950300,POINT (5906135.102736646 3827128.872592097)
7769 RIVER FRONT ROAD,Residential,Manufactured Home,,7812.602,21159950300,POINT (5906409.3958201 3827220.7384373797)
7772 MIDDLE FORK WOLF CREEK,Unclassified,Unclassified,,13581.3608,21159950201,POINT (5851110.272056671 3806372.507681514)
7776 MIDDLE FORK WOLF CREEK,Unclassified,Unclassified,,14735.1339,21159950201,POINT (5849361.020441636 3809141.8944165865)
778 BIG ELK ROAD,Unclassified,Unclassified,,5834.706,21159950100,POINT (5877298.930964738 3849680.5055760364)
7780 HODE ROAD,Residential,Single Family Dwelling,,1582.311,21159950100,POINT (5868075.825560405 3870991.6525803176)
7785 BEAUTY ROAD,Residential,Single Family Dwelling,,1878.979,21159950100,POINT (5876701.776250675 3845609.355439887)
7797 BEAUTY ROAD,Residential,Single Family Dwelling,,2109.73,21159950100,POINT (5876736.0985278515 3845697.8250435167)
78 ALPHA BRANCH,Residential,Single Family Dwelling,,2159.1741,21159950202,POINT (5840297.913483927 3866514.000667594)
78 BLEVINS LOOP,Residential,Single Family Dwelling,,1977.872,21159950202,POINT (5824056.163334755 3851837.091314128)
78 BOWEN MCGINNIS ROAD,Unclassified,Unclassified,,1087.81,21159950202,POINT (5827888.401649012 3844744.156443376)
78 ELI CRUM LANE,Residential,Single Family Dwelling,,1318.583,21159950202,POINT (5857697.388812006 3871402.8198208367)
78 HILLCREST DRIVE,Residential,Manufactured Home,,2175.644,21159950202,POINT (5834392.571608308 3827849.012051117)
78 HOWARD DRIVE,Residential,Manufactured Home,,1054.861,21159950100,POINT (5882778.156266258 3836607.9865601785)
78 LEWIS PRESTON ROAD,Residential,Single Family Dwelling,,923.001,21159950202,POINT (5840318.632218584 3871855.381261789)
78 NEWBERRY LANE,Residential,Manufactured Home,,1582.301,21159950202,POINT (5847311.589060005 3854833.0703261835)
78 ROCKHOUSE MILLS ROAD,Residential,Single Family Dwelling,,6774.2023,21159950202,POINT (5830204.024001552 3849966.5147449807)
78 STEPP BRANCH,Residential,Unclassified,,2109.707,21159950300,POINT (5904004.249502044 3827179.0152408737)
78 WARFIELD ELEMENTARY LOOP,Residential,Unclassified,,2109.721,21159950100,POINT (5884999.612985573 3856776.7349618645)
78 WENDY STREET,Residential,Manufactured Home,,1318.584,21159950100,POINT (5876530.703509481 3867423.3926052037)
781 LITTLE LAUREL CREEK,Residential,Manufactured Home,,1186.721,21159950202,POINT (5842178.124129314 3883880.7018722277)
7815 RIVER FRONT ROAD,Residential,Single Family Dwelling,,4285.368,21159950300,POINT (5906504.218014527 3826906.3992385766)
782 COLDWATER ROAD,Residential,Manufactured Home,,2769.027,21159950201,POINT (5854604.695210504 3846774.1767106154)
7827 BEAUTY ROAD,Government,General Services,,9543.206,21159950100,POINT (5876778.258015246 3845835.7462033588)
7828 MEATHOUSE ROAD,Residential,Unclassified,,3098.661,21159950201,POINT (5860738.96210266 3802195.756724225)
7829 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,659.2936,21159950202,POINT (5847221.39763028 3883390.6393008227)
7831 TOMAHAWK ROAD,Residential,Single Family Dwelling,,1071.336,21159950202,POINT (5814613.386415759 3848052.0377633316)
7832 HODE ROAD,Residential,Temporary Lodging,,5538.025,21159950100,POINT (5867982.980711975 3870748.795999457)
7843 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,1054.872,21159950202,POINT (5847274.804029012 3883427.654597543)
7844 RIVER FRONT ROAD,Residential,Manufactured Home,,1977.859,21159950300,POINT (5906253.041409206 3826913.880431165)
7849 BEAUTY ROAD,Commercial,Retail Trade,,2571.232,21159950100,POINT (5876827.082439589 3846008.6604717257)
785 COLDWATER ROAD,Residential,Single Family Dwelling,,4153.532,21159950201,POINT (5854782.404143259 3846976.8792419746)
785 EAST MAIN STREET,Residential,Manufactured Home,,1318.587,21159950100,POINT (5851492.255293787 3854742.4731382173)
7852 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,1977.861,21159950202,POINT (5847469.231775022 3883352.7476475476)
7863 RIVER FRONT ROAD,Residential,Single Family Dwelling,,2719.579,21159950300,POINT (5906530.631483902 3826698.7875984786)
7867 BEAUTY ROAD,Residential,Single Family Dwelling,,2769.012,21159950100,POINT (5876945.409828802 3846099.102596257)
7868 ROCKCASTLE ROAD,Residential,Manufactured Home,,4120.562,21159950202,POINT (5847574.447124263 3883349.5722362953)
787 CRUM BRANCH,Residential,Unclassified,,1582.294,21159950201,POINT (5846477.494061467 3837687.020800121)
787 EMILY CREEK,Residential,Single Family Dwelling,,2900.8968,21159950100,POINT (5883449.949585725 3827482.6399098877)
7879 ROCKCASTLE ROAD,Residential,Manufactured Home,,3642.576,21159950202,POINT (5847395.954406388 3883554.7174906824)
7888 ROCKCASTLE ROAD,Residential,Unclassified,,4417.2507,21159950202,POINT (5847698.836698 3883376.4113623276)
79 CHAPMAN BOTTOM,Residential,Unclassified,,2769.0206,21159950100,POINT (5886781.826587691 3840117.771047755)
79 DYE BOTTOM,Residential,Manufactured Home,,3790.8947000000003,21159950300,POINT (5864023.048436201 3819674.5235382635)
79 HIMLERVILLE STREET,Residential,Unclassified,,1269.135,21159950100,POINT (5877132.970267733 3846098.9888941436)
79 JAY HALL DRIVE,Residential,Manufactured Home,,2933.8199999999997,21159950202,POINT (5825709.986414289 3841295.148212161)
79 JAY HINKLE DRIVE,Residential,Single Family Dwelling,,1977.865,21159950100,POINT (5873639.580444977 3847160.630375407)
79 OJ PLACE,Residential,Single Family Dwelling,,1648.2345999999998,21159950202,POINT (5824340.032494138 3834229.8129230905)
79 RUFUS REED STREET,Residential,Manufactured Home,,988.9343,21159950100,POINT (5888612.484231507 3841733.4450712795)
79 SOUTH WOLF CREEK,Residential,Unclassified,,2966.789,21159950300,POINT (5874037.361093789 3826397.2714999146)
79 WALNUT DRIVE,Residential,Single Family Dwelling,,1714.153,21159950100,POINT (5886947.448954097 3844002.605470323)
79 WHITE OAK ROAD,Unclassified,Unclassified,,593.3688,21159950300,POINT (5884364.8725410085 3826709.38024162)
790 COLDWATER ROAD,Residential,Manufactured Home,,1961.384,21159950201,POINT (5854567.504054082 3846732.3834540113)
791 TURKEY CREEK,Residential,Single Family Dwelling,,1384.491,21159950202,POINT (5853794.209863422 3857896.742267541)
792 PETER CAVE BRANCH,Residential,Unclassified,,1780.081,21159950202,POINT (5851570.75854175 3876927.8481434253)
793 BIG ELK ROAD,Residential,Single Family Dwelling,,2422.908,21159950100,POINT (5876722.133337451 3849719.525665823)
7933 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,4301.847,21159950202,POINT (5847637.322986158 3883677.5053989305)
7934 HODE ROAD,Residential,Single Family Dwelling,,3955.7429999999995,21159950100,POINT (5868104.9355848385 3870157.549841658)
795 BIG BRANCH,Residential,Single Family Dwelling,,1582.296,21159950100,POINT (5877335.762147209 3832461.2448062752)
795 CRUM BRANCH,Residential,Unclassified,,1483.389,21159950201,POINT (5846498.226902378 3837584.439648668)
796 BIG LICK ROAD,Residential,Single Family Dwelling,,2373.477,21159950202,POINT (5848250.13739803 3870603.827346937)
796 MIDDLE FORK DAVIS BRANCH,Residential,Single Family Dwelling,,4202.967,21159950202,POINT (5837962.983363469 3840312.372421641)
7975 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,1186.735,21159950202,POINT (5847467.931558331 3883962.542892351)
7977 BEAUTY ROAD,Residential,Manufactured Home,,988.9374,21159950100,POINT (5877523.096001812 3846328.8104079627)
798 CALF CREEK,Unclassified,Unclassified,,1450.44,21159950202,POINT (5858337.986161039 3873084.8079300043)
799 NEW ROUTE 3,Residential,Single Family Dwelling,,3444.794,21159950201,POINT (5846450.059988515 3844353.27039953)
